Round,Counsel. Rank,Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Penalty,Bond Years,Beds (Inst.)
1,168,Tel Govt-NS UNR,OPEN-GEN,Telangana,NIMS Hyderabad,RADIO DIAGNOSIS,72000, 99969,5000000,1,1498
1,169,Tel Govt-NS UNR,OPEN-GEN,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,194,Tel Govt-NS LOC,OPEN-FEM,Telangana,NIMS Hyderabad,RADIO DIAGNOSIS,72000, 99969,5000000,1,1498
1,282,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,RADIO DIAGNOSIS,72000, 99969,5000000,1,1498
1,291,Tel Govt-NS LOC,BCB-GEN,Telangana,NIMS Hyderabad,RADIO DIAGNOSIS,72000, 99969,5000000,1,1498
1,297,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,436,Tel Govt-NS LOC,OPEN-FEM,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,446,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,4800
1,469,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,527,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,4800
1,633,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
1,637,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
1,649,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
1,685,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
1,690,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,1200
1,708,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,745,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,766,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,806,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,833,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,923,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,972,Tel Govt-NS LOC,BCB-FEM,Telangana,Osmania Med Coll Hyderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,4800
1,995,Tel Govt-NS LOC,BCB-FEM,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,1088,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,1089,Tel Govt-NS LOC,BCD-GEN,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,1179,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,RADIO DIAGNOSIS,10000, 50686,2000000,1,1150
1,1199,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
1,1284,Tel Govt-NS UNR,BCB-FEM,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
1,1323,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,DERMATOLOGY, 250000,107800,1000000,2,690
1,1347,Tel Govt-NS UNR,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,1364,Tel Govt-NS UNR,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,1372,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,1385,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,1446,Tel Govt-NS LOC,BCD-FEM,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,1449,Tel Govt-NS UNR,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,1455,Tel Govt-NS LOC,BCD-GEN,Telangana,Kakatiya Med Coll Warangal,RADIO DIAGNOSIS,10000, 50686,2000000,1,1150
1,1492,Tel Govt-NS LOC,BCD-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,1551,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,DERMATOLOGY,10000, 50686,2000000,1,1200
1,1656,Tel Govt-NS LOC,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,1200
1,1744,Tel Govt-NS LOC,BCB-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,1763,Tel Govt-NS LOC,SC-GEN,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,1792,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,1874,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,940
1,1884,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,1964,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,1971,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,1974,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,2014,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,940
1,2046,Tel Govt-NS UNR,OPEN-GEN,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,2180,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,2248,Tel Govt-NS UNR,ST-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,2258,Tel Govt-NS UNR,OPEN-FEM,Telangana,Malla Reddy IMS Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,940
1,2289,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,2386,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Nizamabad,GENERAL MEDICINE,10000, 50686,2000000,1,500
1,2398,Tel Govt-NS UNR,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,PAEDIATRICS,10000, 50686,2000000,1,1200
1,2405,Tel Govt-NS LOC,BCE-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,2433,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,2506,Tel Govt-NS LOC,OPEN-GEN,Telangana,Apollo IMSR Hyderabad,ANAESTHESIOLOGY,750000,Info not available,2000000,1,570
1,2565,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
1,2613,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,DERMATOLOGY,10000, 50686,2000000,1,1200
1,2614,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,2631,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,2724,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,GENERAL MEDICINE,10000, 50686,2000000,1,Info Not Availbale
1,2731,Tel Govt-NS LOC,BCB-GEN,Telangana,Govt Med Coll Nizamabad,GENERAL MEDICINE,10000, 50686,2000000,1,500
1,2744,Tel Govt-NS LOC,OPEN-GEN,Telangana,Apollo IMSR Hyderabad,RADIO DIAGNOSIS,750000,Info not available,2000000,1,570
1,2764,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,2767,Tel Govt-NS UNR,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,DERMATOLOGY,10000, 50686,2000000,1,1150
1,2793,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,2799,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,2843,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,2888,Tel Govt-NS LOC,OPEN-FEM,Telangana,SVS Med Coll Mehboobnagar,RADIO DIAGNOSIS,750000,Info not available,2000000,1,760
1,2896,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,PAEDIATRICS,10000, 50686,2000000,1,1200
1,2988,Tel Govt-NS LOC,BCE-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
1,3020,Tel Govt-NS LOC,BCD-FEM,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,3042,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,PAEDIATRICS,10000, 50686,2000000,1,1200
1,3193,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,650
1,3228,Tel Govt-NS LOC,BCA-FEM,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
1,3242,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,PAEDIATRICS,10000, 50686,2000000,1,1150
1,3286,Tel Govt-NS LOC,OPEN-FEM,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,3323,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,3335,Tel Govt-NS LOC,BCA-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,3340,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,3496,Tel Govt-NS LOC,BCB-FEM,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,3557,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,3587,Tel Govt-NS LOC,BCA-FEM,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,3596,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,3602,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
1,3624,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,3666,Tel Govt-NS LOC,BCD-FEM,Telangana,Apollo IMSR Hyderabad,RADIO DIAGNOSIS,750000,Info not available,2000000,1,570
1,3674,Tel Govt-NS LOC,BCE-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,3749,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,3777,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,3824,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,3844,Tel Govt-NS LOC,BCB-GEN,Telangana,Malla Reddy IMS Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,940
1,3875,Tel Govt-NS LOC,BCD-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,3932,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy(Women) Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,1050
1,3942,Tel Govt-NS UNR,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,TBRD,10000, 50686,2000000,1,1150
1,4062,Tel Govt-NS LOC,OPEN-GEN,Telangana,Apollo IMSR Hyderabad,GENERAL MEDICINE,750000,Info not available,2000000,1,570
1,4113,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,4146,Tel Govt-NS UNR,OPEN-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,650
1,4220,Tel Govt-NS UNR,BCB-GEN,Telangana,Kakatiya Med Coll Warangal,PAEDIATRICS,10000, 50686,2000000,1,1150
1,4229,Tel Govt-NS UNR,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4291,Tel Govt-NS UNR,SC-GEN,Telangana,Mamata Med Coll Khammam,RADIO DIAGNOSIS,750000,Info not available,2000000,1,1080
1,4330,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4333,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,PAEDIATRICS, 250000,107800,1000000,2,690
1,4339,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,OBG, 250000,107800,1000000,2,690
1,4341,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4394,Tel Govt-NS LOC,BCA-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,650
1,4420,Tel Govt-NS LOC,BCD-GEN,Telangana,Kakatiya Med Coll Warangal,PAEDIATRICS,10000, 50686,2000000,1,1150
1,4502,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,4504,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4519,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4536,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,DERMATOLOGY,10000, 50686,2000000,1,Info Not Availbale
1,4574,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4575,Tel Govt-NS UNR,SC-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,4576,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,650
1,4579,Tel Govt-NS LOC,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,4619,Tel Govt-NS LOC,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,PAEDIATRICS,10000, 50686,2000000,1,1200
1,4641,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4645,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,4729,Tel Govt-NS UNR,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL SURGERY,10000, 50686,2000000,1,1150
1,4796,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4851,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4872,Tel Govt-NS LOC,BCD-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,4930,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,4980,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,1200
1,4997,Tel Govt-NS LOC,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,5042,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,PAEDIATRICS,700000,Info not available,2000000,1,650
1,5043,Tel Govt-NS LOC,OPEN-GEN,Telangana,CAIMS Karimnagar,RADIO DIAGNOSIS,775000,Info not available,2000000,1,1000
1,5068,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata Med Coll Khammam,RADIO DIAGNOSIS,750000,Info not available,2000000,1,1080
1,5095,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
1,5129,Tel Govt-NS LOC,ST-GEN,Telangana,NIMS Hyderabad,RADIO DIAGNOSIS,72000, 99969,5000000,1,1498
1,5246,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,GENERAL SURGERY, 250000,107800,1000000,2,690
1,5249,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,TBRD,10000, 50686,2000000,1,1200
1,5330,Tel Govt-NS UNR,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,OBG,10000, 50686,2000000,1,1150
1,5458,Tel Govt-NS LOC,BCA-GEN,Telangana,Rajiv Gandhi IMS Adilabad,GENERAL MEDICINE,10000, 50686,2000000,1,Info Not Availbale
1,5493,Tel Govt-NS LOC,OPEN-GEN,Telangana,Prathima IMS Karimnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,1060
1,5570,Tel Govt-NS LOC,OPEN-FEM,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,5633,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,5636,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,OBG,10000, 50686,2000000,1,1150
1,5649,Tel Govt-NS LOC,BCD-GEN,Telangana,Gandhi Med Coll Secunderabad,DERMATOLOGY,10000, 50686,2000000,1,1200
1,5665,Tel Govt-NS LOC,BCB-GEN,Telangana,Govt Med Coll Nizamabad,TBRD,10000, 50686,2000000,1,500
1,5679,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ORTHOPAEDICS,10000, 50686,2000000,1,4800
1,5780,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,OBG,10000, 50686,2000000,1,1150
1,5789,Tel Govt-NS LOC,BCE-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,5811,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,ORTHOPAEDICS,72000, 99969,5000000,1,1498
1,5815,Tel Govt-NS LOC,BCB-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,5820,Tel Govt-NS LOC,OPEN-GEN,Telangana,Prathima IMS Karimnagar,RADIO DIAGNOSIS,750000,Info not available,2000000,1,1060
1,5832,Tel Govt-NS LOC,OPEN-GEN,Telangana,Bhaskar Med Coll Yenkapally,RADIO DIAGNOSIS,750000,Info not available,2000000,1,850
1,5883,Tel Govt-NS UNR,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,PAEDIATRICS,700000,Info not available,2000000,1,940
1,5921,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,TBRD,10000, 50686,2000000,1,4800
1,5988,Tel Govt-NS LOC,OPEN-GEN,Telangana,MNR Med Coll Sangareddy,RADIO DIAGNOSIS,700000,Info not available,2000000,1,760
1,6124,Tel Govt-NS UNR,OPEN-FEM,Telangana,Prathima IMS Karimnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,1060
1,6204,Tel Govt-NS LOC,BCD-FEM,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,6229,Tel Govt-NS LOC,OPEN-FEM,Telangana,RVM IMSRC Siddipet,RADIO DIAGNOSIS,700000,Info not available,2000000,1,1110
1,6287,Tel Govt-NS LOC,BCA-FEM,Telangana,ESIC Med CollSanath Nagar,GENERAL MEDICINE, 250000,107800,1000000,2,690
1,6304,Tel Govt-NS LOC,BCC-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,6335,Tel Govt-NS LOC,BCA-FEM,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,6367,Tel Govt-NS LOC,BCE-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,6426,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,6427,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,6442,Tel Govt-NS UNR,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
1,6518,Tel Govt-NS LOC,BCB-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,6527,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ENT,10000, 50686,2000000,1,4800
1,6657,Tel Govt-NS LOC,ST-FEM,Telangana,NIMS Hyderabad,GENERAL MEDICINE,72000, 99969,5000000,1,1498
1,6659,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL SURGERY,10000, 50686,2000000,1,1150
1,6718,Tel Govt-NS LOC,BCD-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,6739,Tel Govt-NS UNR,BCB-GEN,Telangana,Prathima IMS Karimnagar,RADIO DIAGNOSIS,750000,Info not available,2000000,1,1060
1,6763,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,TBRD,10000, 50686,2000000,1,4800
1,6777,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,6785,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Nizamabad,OBG,10000, 50686,2000000,1,500
1,6804,Tel Govt-NS LOC,BCE-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,6805,Tel Govt-NS LOC,BCB-GEN,Telangana,Prathima IMS Karimnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,1060
1,6820,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Mahabubnagar,OBG,10000, 50686,2000000,1,900
1,6821,Tel Govt-NS LOC,OPEN-FEM,Telangana,CAIMS Karimnagar,DERMATOLOGY,775000,Info not available,2000000,1,1000
1,6881,Tel Govt-NS LOC,BCB-GEN,Telangana,Kakatiya Med Coll Warangal,OBG,10000, 50686,2000000,1,1150
1,6891,Tel Govt-NS LOC,BCB-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL SURGERY,10000, 50686,2000000,1,1150
1,6899,Tel Govt-NS LOC,BCD-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,6952,Tel Govt-NS LOC,OPEN-FEM,Telangana,NIMS Hyderabad,ORTHOPAEDICS,72000, 99969,5000000,1,1498
1,7003,Tel Govt-NS UNR,OPEN-GEN,Telangana,CAIMS Karimnagar,OBG,775000,Info not available,2000000,1,1000
1,7011,Tel Govt-NS LOC,OPEN-FEM,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,7076,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,7117,Tel Govt-NS LOC,OPEN-FEM,Telangana,Govt Med Coll Siddipet,OBG,10000, 50686,2000000,1,-
1,7124,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,7125,Tel Govt-NS UNR,BCB-GEN,Telangana,CAIMS Karimnagar,DERMATOLOGY,775000,Info not available,2000000,1,1000
1,7127,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy(Women) Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,1050
1,7183,Tel Govt-NS LOC,OPEN-FEM,Telangana,Malla Reddy IMS Hyderabad,PAEDIATRICS,700000,Info not available,2000000,1,940
1,7195,Tel Govt-NS LOC,OPEN-FEM,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
1,7202,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Siddipet,OBG,10000, 50686,2000000,1,-
