Round,Counsel. Rank,Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Penalty,Bond Years,Beds (Inst.)
1,31034,Tel Govt-NS LOC,SC-GEN,Telangana,Kakatiya Med Coll Warangal,ENT,10000, 50686,2000000,1,1150
1,31221,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,Shadan IMSRC Peerancheru,ENT,750000,Info not available,2000000,1,800
1,31270,Tel Govt-NS LOC,SC-FEM,Telangana,Surabhi InstituteofMSSiddipet,RADIO DIAGNOSIS,775000,Info not available,2000000,1,-
1,31292,Tel Govt-NS LOC,OPEN-GEN,Telangana,MNR Med Coll Sangareddy,ENT,700000,Info not available,2000000,1,760
1,31481,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,PSYCHIATRY,10000, 50686,2000000,1,4800
1,31695,Tel Govt-NS LOC,SC-GEN,Telangana,Kakatiya Med Coll Warangal,ORTHOPAEDICS,10000, 50686,2000000,1,1150
1,31887,Tel Govt-NS UNR,OPEN-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,IHBT,700000,Info not available,2000000,1,650
1,32001,Tel Govt-NS LOC,OPEN-FEM,Telangana,MNR Med Coll Sangareddy,ANAESTHESIOLOGY,700000,Info not available,2000000,1,760
1,32024,Tel Govt-NS LOC,SC-FEM,Telangana,Malla Reddy IMS Hyderabad,PAEDIATRICS,700000,Info not available,2000000,1,940
1,32070,Tel Govt-NS LOC,BCC-GEN,Telangana,ESIC Med CollSanath Nagar,SPM, 250000,107800,1000000,2,690
1,32200,Tel Govt-NS LOC,OPEN-GEN,Telangana,MNR Med Coll Sangareddy,ANAESTHESIOLOGY,700000,Info not available,2000000,1,760
1,32211,Tel Govt-NS LOC,BCD-GEN,Telangana,Mediciti IMS Ghanpur,ANAESTHESIOLOGY,700000,Info not available,2000000,1,720
1,32302,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL MEDICINE,10000, 50686,2000000,1,4800
1,32390,Tel Govt-NS LOC,BCD-GEN,Telangana,Kakatiya Med Coll Warangal,PATHOLOGY,10000, 50686,2000000,1,1150
1,32444,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,4800
1,32470,Tel Govt-NS LOC,SC-FEM,Telangana,Prathima IMS Karimnagar,OBG,750000,Info not available,2000000,1,1060
1,32507,Tel Govt-NS UNR,SC-FEM,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,32553,Tel Govt-NS LOC,SC-FEM,Telangana,Prathima IMS Karimnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,1060
1,32748,Tel Govt-NS LOC,BCD-GEN,Telangana,Prathima IMS Karimnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1060
1,32770,Tel Govt-NS LOC,OPEN-GEN,Telangana,Dr Patnam MRInstofMSChevella,ANAESTHESIOLOGY,700000,Info not available,2000000,1,-
1,32809,Tel Govt-NS LOC,BCB-GEN,Telangana,Prathima IMS Karimnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1060
1,32838,Tel Govt-NS LOC,BCB-FEM,Telangana,CAIMS Karimnagar,ANAESTHESIOLOGY,775000,Info not available,2000000,1,1000
1,32841,Tel Govt-NS LOC,BCB-FEM,Telangana,Gandhi Med Coll Secunderabad,PATHOLOGY,10000, 50686,2000000,1,1200
1,32925,Tel Govt-NS UNR,BCA-GEN,Telangana,MNR Med Coll Sangareddy,ANAESTHESIOLOGY,700000,Info not available,2000000,1,760
1,33070,Tel Govt-NS LOC,OPEN-GEN,Telangana,Surabhi InstituteofMSSiddipet,ANAESTHESIOLOGY,775000,Info not available,2000000,1,-
1,33179,Tel Govt-NS LOC,SC-GEN,Telangana,Mamata Med Coll Khammam,PAEDIATRICS,750000,Info not available,2000000,1,1080
1,33208,Tel Govt-NS LOC,BCE-FEM,Telangana,Osmania Med Coll Hyderabad,DO,10000, 50686,1000000,1,4800
1,33269,Tel Govt-NS LOC,SC-FEM,Telangana,Malla Reddy(Women) Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,1050
1,33334,Tel Govt-NS LOC,BCD-FEM,Telangana,Apollo IMSR Hyderabad,OPHTHALMOLOGY,750000,Info not available,2000000,1,570
1,33686,Tel Govt-NS LOC,BCB-GEN,Telangana,Mediciti IMS Ghanpur,ANAESTHESIOLOGY,700000,Info not available,2000000,1,720
1,33755,Tel Govt-NS LOC,BCA-GEN,Telangana,Prathima IMS Karimnagar,GENERAL SURGERY,750000,Info not available,2000000,1,1060
1,33916,Tel Govt-NS LOC,BCB-GEN,Telangana,MNR Med Coll Sangareddy,ANAESTHESIOLOGY,700000,Info not available,2000000,1,760
1,33962,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,Shadan IMSRC Peerancheru,ANAESTHESIOLOGY,750000,Info not available,2000000,1,800
1,34041,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,PATHOLOGY,10000, 50686,2000000,1,4800
1,34083,Tel Govt-NS LOC,OPEN-FEM,Telangana,Mahavir Inst of MS Vikarabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,700
1,34100,Tel Govt-NS LOC,BCB-FEM,Telangana,RVM IMSRC Siddipet,ANAESTHESIOLOGY,700000,Info not available,2000000,1,1110
1,34114,Tel Govt-NS UNR,SC-FEM,Telangana,Prathima IMS Karimnagar,PAEDIATRICS,750000,Info not available,2000000,1,1060
1,34120,Tel Govt-NS LOC,BCA-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,650
1,34187,Tel Govt-NS LOC,SC-GEN,Telangana,CAIMS Karimnagar,PAEDIATRICS,775000,Info not available,2000000,1,1000
1,34208,Tel Govt-NS LOC,BCA-FEM,Telangana,Mamata Med Coll Khammam,GENERAL SURGERY,750000,Info not available,2000000,1,1080
1,34558,Tel Govt-NS LOC,ST-FEM,Telangana,Kakatiya Med Coll Warangal,OBG,10000, 50686,2000000,1,1150
1,34601,Tel Govt-NS UNR,SC-FEM,Telangana,Mamata Med Coll Khammam,TBRD,750000,Info not available,2000000,1,1080
1,34613,Tel Govt-NS LOC,OPEN-FEM,Telangana,Apollo IMSR Hyderabad,PSYCHIATRY,750000,Info not available,2000000,1,570
1,34623,Tel Govt-NS LOC,BCA-GEN,Telangana,Mahavir Inst of MS Vikarabad,GENERAL SURGERY,700000,Info not available,2000000,1,700
1,34707,Tel Govt-NS UNR,BCC-GEN,Telangana,Prathima IMS Karimnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,1060
1,34798,Tel Govt-NS LOC,SC-GEN,Telangana,SVS Med Coll Mehboobnagar,OBG,750000,Info not available,2000000,1,760
1,34996,Tel Govt-NS LOC,BCA-GEN,Telangana,Prathima IMS Karimnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1060
1,35014,Tel Govt-NS LOC,SC-GEN,Telangana,Kamineni IMS Narketpally,PAEDIATRICS,750000,Info not available,2000000,1,1060
1,35107,Tel Govt-NS LOC,BCC-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,650
1,35336,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,PATHOLOGY,10000, 50686,2000000,1,Info Not Availbale
1,35429,Tel Govt-NS LOC,OPEN-FEM,Telangana,Prathima IMS Karimnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,1060
1,35497,Tel Govt-NS LOC,BCA-GEN,Telangana,Kamineni IMS Narketpally,ORTHOPAEDICS,750000,Info not available,2000000,1,1060
1,35600,Tel Govt-NS LOC,BCB-FEM,Telangana,CAIMS Karimnagar,PSYCHIATRY,775000,Info not available,2000000,1,1000
1,35769,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,FORENSIC MEDICINE,10000, 50686,2000000,1,4800
1,35836,Tel Govt-NS LOC,BCD-FEM,Telangana,SVS Med Coll Mehboobnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,760
1,35838,Tel Govt-NS LOC,OPEN-FEM,Telangana,SVS Med Coll Mehboobnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,760
1,35881,Tel Govt-NS LOC,SC-GEN,Telangana,CAIMS Karimnagar,OBG,775000,Info not available,2000000,1,1000
1,35938,Tel Govt-NS LOC,SC-GEN,Telangana,Surabhi InstituteofMSSiddipet,PAEDIATRICS,775000,Info not available,2000000,1,-
1,36185,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,36348,Tel Govt-NS LOC,BCD-GEN,Telangana,Surabhi InstituteofMSSiddipet,ANAESTHESIOLOGY,775000,Info not available,2000000,1,-
1,36573,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DCMS Hyderabad,GENERAL SURGERY,775000,Info not available,2000000,1,1400
1,36741,Tel Govt-Serv LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,RADIO DIAGNOSIS, 250000,107800,1000000,2,690
1,36893,Tel Govt-NS UNR,SC-GEN,Telangana,Bhaskar Med Coll Yenkapally,ENT,750000,Info not available,2000000,1,850
1,36949,Tel Govt-NS LOC,BCA-FEM,Telangana,Malla Reddy IMS Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,940
1,37020,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,OPHTHALMOLOGY,775000,Info not available,2000000,1,1400
1,37066,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DCMS Hyderabad,ANAESTHESIOLOGY,775000,Info not available,2000000,1,1400
1,37221,Tel Govt-NS LOC,BCA-FEM,Telangana,Malla Reddy(Women) Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,1050
1,37297,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,940
1,37307,Tel Govt-NS LOC,SC-FEM,Telangana,RVM IMSRC Siddipet,OBG,700000,Info not available,2000000,1,1110
1,37348,Tel Govt-Serv UNR,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,37621,Tel Govt-NS LOC,BCA-GEN,Telangana,Dr Patnam MRInstofMSChevella,ANAESTHESIOLOGY,700000,Info not available,2000000,1,-
1,37752,Tel Govt-NS LOC,SC-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL SURGERY,700000,Info not available,2000000,1,940
1,37761,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,MICROBIOLOGY,72000, 99969,5000000,1,1498
1,37824,Tel Govt-NS UNR,SC-FEM,Telangana,Mediciti IMS Ghanpur,ANAESTHESIOLOGY,700000,Info not available,2000000,1,720
1,38024,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,Shadan IMSRC Peerancheru,ANAESTHESIOLOGY,750000,Info not available,2000000,1,800
1,38044,Tel Govt-NS LOC,SC-GEN,Telangana,Apollo IMSR Hyderabad,GENERAL SURGERY,750000,Info not available,2000000,1,570
1,38158,Tel Govt-NS LOC,BCE-GEN,Telangana,Govt Med Coll Nizamabad,PATHOLOGY,10000, 50686,2000000,1,500
1,38212,Tel Govt-NS LOC,SC-GEN,Telangana,Dr Patnam MRInstofMSChevella,OBG,-,-,-,-,-
1,38284,Tel Govt-Serv UNR,OPEN-GEN,Telangana,Mediciti IMS Ghanpur,GENERAL MEDICINE,700000,Info not available,2000000,1,720
1,38301,Tel Govt-NS LOC,SC-GEN,Telangana,Kamineni IMS Narketpally,GENERAL SURGERY,750000,Info not available,2000000,1,1060
1,38343,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,TBRD,10000, 50686,2000000,1,4800
1,38681,Tel Govt-NS LOC,BCC-GEN,Telangana,Bhaskar Med Coll Yenkapally,ORTHOPAEDICS,750000,Info not available,2000000,1,850
1,38785,Tel Govt-NS LOC,ST-FEM,Telangana,Prathima IMS Karimnagar,DERMATOLOGY,750000,Info not available,2000000,1,1060
1,38972,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,Shadan IMSRC Peerancheru,OPHTHALMOLOGY,750000,Info not available,2000000,1,800
1,39437,Tel Govt-NS UNR,SC-FEM,Telangana,Mediciti IMS Ghanpur,GENERAL SURGERY,700000,Info not available,2000000,1,720
1,39598,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,Shadan IMSRC Peerancheru,ORTHOPAEDICS,750000,Info not available,2000000,1,800
1,39763,Tel Govt-NS LOC,ST-GEN,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,39804,Tel Govt-NS LOC,SC-GEN,Telangana,RVM IMSRC Siddipet,ORTHOPAEDICS,700000,Info not available,2000000,1,1110
1,39901,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,MICROBIOLOGY,10000, 50686,2000000,1,1200
1,39905,Tel Govt-NS LOC,BCA-GEN,Telangana,Malla Reddy IMS Hyderabad,OPHTHALMOLOGY,700000,Info not available,2000000,1,940
1,40002,Tel Govt-NS LOC,BCA-GEN,Telangana,Osmania Med Coll Hyderabad,PSYCHIATRY,10000, 50686,2000000,1,4800
1,40136,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata Med Coll Khammam,PATHOLOGY,430000,Info not available,2000000,1,1080
1,40143,Tel Govt-NS LOC,BCE-FEM,Telangana,SVS Med Coll Mehboobnagar,GENERAL SURGERY,750000,Info not available,2000000,1,760
1,40144,Tel Govt-NS LOC,SC-GEN,Telangana,Mamata Med Coll Khammam,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1080
1,40182,Tel Govt-NS LOC,OPEN-GEN,Telangana,CAIMS Karimnagar,PATHOLOGY,430000,Info not available,2000000,1,1000
1,40258,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,40328,Tel Govt-NS UNR,ST-FEM,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,40361,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,PSYCHIATRY,10000, 50686,2000000,1,4800
1,40463,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DrVRK Womens MedCollAziznagar,ORTHOPAEDICS,700000,Info not available,2000000,1,500
1,40786,Tel Govt-NS LOC,ST-GEN,Telangana,Bhaskar Med Coll Yenkapally,RADIO DIAGNOSIS,750000,Info not available,2000000,1,850
1,40802,Tel Govt-NS LOC,SC-GEN,Telangana,RVM IMSRC Siddipet,TBRD,700000,Info not available,2000000,1,1110
1,40881,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,MICROBIOLOGY,10000, 50686,2000000,1,4800
1,40921,Tel Govt-NS LOC,BCA-GEN,Telangana,Gandhi Med Coll Secunderabad,PATHOLOGY,10000, 50686,2000000,1,1200
1,40945,Tel Govt-NS LOC,ST-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,650
1,41024,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,MICROBIOLOGY,10000, 50686,2000000,1,4800
1,41101,Tel Govt-NS LOC,ST-FEM,Telangana,Kamineni IMS Narketpally,RADIO DIAGNOSIS,750000,Info not available,2000000,1,1060
1,41398,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,ENT,775000,Info not available,2000000,1,1400
1,41721,Tel Govt-NS LOC,BCE-FEM,Telangana,SVS Med Coll Mehboobnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,760
1,41750,Tel Govt-NS UNR,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,SPM,10000, 50686,2000000,1,1150
1,41794,Tel Govt-NS UNR,ST-GEN,Telangana,Mediciti IMS Ghanpur,RADIO DIAGNOSIS,700000,Info not available,2000000,1,720
1,41809,Tel Govt-NS UNR,SC-GEN,Telangana,Osmania Med Coll Hyderabad,RADIATION ONCOLOGY,10000, 50686,2000000,1,4800
1,41886,Tel Govt-NS UNR,OPEN-FEM,Telangana,SVS Med Coll Mehboobnagar,PATHOLOGY,460000,Info not available,2000000,1,760
1,41917,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,HOSPITAL ADMINISTRATION,10000, 50686,2000000,1,1200
1,41922,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,OPHTHALMOLOGY,750000,Info not available,2000000,1,1060
1,42021,Tel Govt-NS LOC,BCC-GEN,Telangana,NIMS Hyderabad,PATHOLOGY,72000, 99969,5000000,1,1498
1,42053,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,ORTHOPAEDICS,10000, 50686,2000000,1,4800
1,42162,Tel Govt-NS LOC,BCE-GEN,Telangana,Malla Reddy IMS Hyderabad,ENT,700000,Info not available,2000000,1,940
1,42381,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,SPM,10000, 50686,2000000,1,Info Not Availbale
1,42785,Tel Govt-Serv UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,42829,Tel Govt-NS LOC,ST-GEN,Telangana,Kakatiya Med Coll Warangal,EMERGENCY MEDICINE,10000, 50686,2000000,1,1150
1,42845,Tel Govt-NS LOC,BCA-FEM,Telangana,Kamineni IMS Narketpally,OPHTHALMOLOGY,750000,Info not available,2000000,1,1060
1,42928,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,SPM,430000,Info not available,2000000,1,650
1,43002,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,650
1,43299,Tel Govt-NS LOC,SC-FEM,Telangana,Govt Med Coll Siddipet,PSYCHIATRY,10000, 50686,2000000,1,-
1,43359,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,PATHOLOGY,10000, 50686,2000000,1,4800
1,43775,Tel Govt-NS LOC,BCD-FEM,Telangana,Mamata Med Coll Khammam,ORTHOPAEDICS,750000,Info not available,2000000,1,1080
1,43806,Tel Govt-NS LOC,SC-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,650
1,43938,Tel Govt-NS LOC,SC-GEN,Telangana,MNR Med Coll Sangareddy,GENERAL SURGERY,700000,Info not available,2000000,1,760
1,44233,Tel Govt-NS LOC,BCE-GEN,Telangana,ESIC Med CollSanath Nagar,PMR, 250000,107800,1000000,2,690
1,44390,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,MICROBIOLOGY,10000, 50686,2000000,1,1200
1,44559,Tel Govt-NS LOC,SC-FEM,Telangana,Gandhi Med Coll Secunderabad,ORTHOPAEDICS,10000, 50686,2000000,1,1200
1,44621,Tel Govt-NS LOC,SC-GEN,Telangana,Dr Patnam MRInstofMSChevella,ENT,700000,Info not available,2000000,1,-
1,44830,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,FORENSIC MEDICINE,10000, 50686,2000000,1,1200
1,45123,Tel Govt-NS LOC,SC-GEN,Telangana,Dr Patnam MRInstofMSChevella,GENERAL SURGERY,-,-,-,-,-
1,45228,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL MEDICINE,10000, 50686,2000000,1,1200
1,45292,Tel Govt-NS LOC,BCA-FEM,Telangana,Mediciti IMS Ghanpur,ENT,700000,Info not available,2000000,1,720
1,45409,Tel Govt-NS LOC,BCE-GEN,Telangana,Kakatiya Med Coll Warangal,PSYCHIATRY,10000, 50686,2000000,1,1150
1,45735,Tel Govt-NS LOC,ST-GEN,Telangana,Govt Med Coll Siddipet,OBG,10000, 50686,2000000,1,-
1,45773,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,1400
1,45846,Tel Govt-NS LOC,SC-GEN,Telangana,Malla Reddy(Women) Hyderabad,ANAESTHESIOLOGY,700000,Info not available,2000000,1,1050
1,46285,Tel Govt-NS LOC,BCE-FEM,Telangana,CAIMS Karimnagar,GENERAL SURGERY,775000,Info not available,2000000,1,1000
1,46498,Tel Govt-NS LOC,SC-GEN,Telangana,SVS Med Coll Mehboobnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,760
1,46609,Tel Govt-NS LOC,SC-FEM,Telangana,Prathima IMS Karimnagar,GENERAL SURGERY,750000,Info not available,2000000,1,1060
1,46689,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,ANAESTHESIOLOGY,750000,Info not available,2000000,1,1060
1,46786,Tel Govt-NS LOC,SC-FEM,Telangana,CAIMS Karimnagar,ANAESTHESIOLOGY,775000,Info not available,2000000,1,1000
1,47111,Tel Govt-NS LOC,SC-GEN,Telangana,MNR Med Coll Sangareddy,ORTHOPAEDICS,700000,Info not available,2000000,1,760
1,47473,Tel Govt-NS LOC,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,FORENSIC MEDICINE,10000, 50686,2000000,1,1200
1,47765,Tel Govt-NS LOC,BCA-GEN,Telangana,NIMS Hyderabad,MICROBIOLOGY,72000, 99969,5000000,1,1498
1,48006,Tel Govt-NS LOC,SC-GEN,Telangana,MNR Med Coll Sangareddy,ANAESTHESIOLOGY,700000,Info not available,2000000,1,760
1,48506,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,1060
1,48625,Tel Govt-NS LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,PATHOLOGY,460000,Info not available,2000000,1,760
1,48656,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,PHARMACOLOGY,10000, 50686,2000000,1,1200
1,48788,Tel Govt-NS LOC,SC-FEM,Telangana,Malla Reddy IMS Hyderabad,ORTHOPAEDICS,700000,Info not available,2000000,1,940
1,49701,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,MICROBIOLOGY, 250000,107800,1000000,2,690
1,50337,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,DPH,10000, 50686,1000000,1,4800
1,50682,Tel Govt-NS LOC,ST-GEN,Telangana,Govt Med Coll Nizamabad,GENERAL SURGERY,10000, 50686,2000000,1,500
1,50950,Tel Govt-NS LOC,BCA-GEN,Telangana,Malla Reddy(Women) Hyderabad,RADIATION ONCOLOGY,700000,Info not available,2000000,1,1050
1,50958,Tel Govt-NS LOC,SC-GEN,Telangana,Kamineni IMS Narketpally,PSYCHIATRY,750000,Info not available,2000000,1,1060
1,50962,Tel Govt-NS UNR,SC-GEN,Telangana,Rajiv Gandhi IMS Adilabad,PATHOLOGY,10000, 50686,2000000,1,Info Not Availbale
1,51158,Tel Govt-NS LOC,BCA-FEM,Telangana,Malla Reddy IMS Hyderabad,PSYCHIATRY,700000,Info not available,2000000,1,940
1,51467,Tel Govt-NS LOC,ST-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
1,51709,Tel Govt-NS LOC,ST-GEN,Telangana,CAIMS Karimnagar,GENERAL MEDICINE,775000,Info not available,2000000,1,1000
1,52075,Tel Govt-Serv LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,DERMATOLOGY,10000, 50686,2000000,1,1200
1,52579,Tel Govt-NS LOC,BCB-GEN,Telangana,SVS Med Coll Mehboobnagar,PATHOLOGY,460000,Info not available,2000000,1,760
1,53689,Tel Govt-NS LOC,SC-GEN,Telangana,NIMS Hyderabad,HOSPITAL ADMINISTRATION,72000, 99969,5000000,1,1498
1,53789,Tel Govt-NS LOC,SC-FEM,Telangana,SVS Med Coll Mehboobnagar,GENERAL SURGERY,750000,Info not available,2000000,1,760
1,53945,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PHARMACOLOGY,10000, 50686,2000000,1,4800
1,53958,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,SPM,10000, 50686,2000000,1,1200
1,54152,Tel Govt-NS UNR,SC-GEN,Telangana,Osmania Med Coll Hyderabad,MICROBIOLOGY,10000, 50686,2000000,1,4800
1,54241,Tel Govt-NS LOC,ST-GEN,Telangana,Osmania Med Coll Hyderabad,ENT,10000, 50686,2000000,1,4800
1,54818,Tel Govt-NS LOC,ST-FEM,Telangana,ESIC Med CollSanath Nagar,ANAESTHESIOLOGY, 250000,107800,1000000,2,690
1,54908,Tel Govt-NS LOC,BCB-GEN,Telangana,Govt Med Coll Mahabubnagar,SPM,10000, 50686,2000000,1,900
1,55134,Tel Govt-NS LOC,BCE-GEN,Telangana,ESIC Med CollSanath Nagar,IHBT, 250000,107800,1000000,2,690
1,55596,Tel Govt-NS LOC,SC-FEM,Telangana,MNR Med Coll Sangareddy,ENT,700000,Info not available,2000000,1,760
1,55616,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
1,56239,Tel Govt-NS UNR,ST-GEN,Telangana,Bhaskar Med Coll Yenkapally,GENERAL SURGERY,750000,Info not available,2000000,1,850
1,56724,Tel Govt-NS LOC,BCD-GEN,Telangana,Govt Med Coll Siddipet,SPM,10000, 50686,2000000,1,-
1,56779,Tel Govt-NS LOC,SC-GEN,Telangana,Prathima IMS Karimnagar,PSYCHIATRY,750000,Info not available,2000000,1,1060
1,57149,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,58179,Tel Govt-Serv LOC,BCA-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,58370,Tel Govt-NS UNR,BCD-GEN,Telangana,Malla Reddy IMS Hyderabad,PATHOLOGY,430000,Info not available,2000000,1,940
1,58770,Tel Govt-Serv LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
1,58987,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Suryapet,MICROBIOLOGY,10000, 50686,2000000,1,-
1,59051,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,PHARMACOLOGY,10000, 50686,2000000,1,4800
1,59392,Tel Govt-NS LOC,ST-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL SURGERY,10000, 50686,2000000,1,1150
1,59637,Tel Govt-NS LOC,BCB-GEN,Telangana,NIMS Hyderabad,HOSPITAL ADMINISTRATION,72000, 99969,5000000,1,1498
1,59776,Tel Govt-Serv LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,940
1,60004,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DrVRK Womens MedCollAziznagar,PATHOLOGY,430000,Info not available,2000000,1,500
1,60354,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,PHARMACOLOGY, 250000,107800,1000000,2,690
